CUST_ID,ARTICLE_ID,RATING,TIME
7799420340,A9Q28YTLYREO7,5.0,
7799420340,A3W4D8XOGLWUN5,4.0,
7799420340,A1534MBU6VJXYN,4.0,
7799420340,A1QEWOSV05RYEO,4.0,
7799420340,A1J5KCZC8CMW9I,4.0,
7799420340,A1IKOYZVFHO1XP,5.0,
7799420340,A14GK0E64J0WAS,5.0,
7799420340,A3OHHFOE0J8HEO,4.0,
7799420340,A2PV6GK1HV54Y9,5.0,
7799420340,AE9GUE3HHOX3U,5.0,
7799420340,A2R6RA8FRBS608,5.0,
7799420340,A1GIIPXONCEEHP,5.0,
7799420340,A2YNL0PAKAQPRQ,5.0,
7799420340,A2S0OMLVU7HWW9,5.0,
7799420340,A3J8ABVGK7ZL6H,5.0,
7799420340,AYX1DZVLYWZP7,5.0,
7799420340,A2A6LKO4CC39S0,5.0,
7799420340,A1MHFO1841U6X7,5.0,
9714721180,ARHOZP9Y49IH4,5.0,
9714721180,A34Y1FT0MTD7C9,5.0,
9714721180,A2WFT4BUHNQZ1X,5.0,
9714721180,A3T9IX8EDFDX4G,5.0,
9714721180,A366JNHOWLQWQQ,4.0,
9714721180,AX94XE2KY5WK4,5.0,
9714721180,ASVNSWIXBV72Q,5.0,
9714721180,A2582KMXLK2P06,5.0,
9714721180,A5R3U8ZSFKAL4,4.0,
9714721180,A2C7BOQVFH1HLE,3.0,
9714721180,A1L1NYH387VKGM,5.0,
9714721180,A3KZ7OH4VRL048,5.0,
9714721180,ASP7N59L4E90M,5.0,
9714721180,A20DZX38KRBIT8,5.0,
9714721180,A2TAPL67U2A5HM,5.0,
9714721180,A3L9E0YI7C5G0W,5.0,
9714721180,A1NF9WS7RR82MX,5.0,
9714721180,AWSYTZ2I2MW0V,5.0,
9714721180,A1432KCCCZL550,5.0,
9714721180,A33M07VZBYRMPY,5.0,
9714721180,A3J8ABVGK7ZL6H,5.0,
9714721180,A2H1WNB30JNAWU,4.0,
9714721180,A35GNQK1DC7WXU,5.0,
9714721180,A22BPC7LRSGSYQ,5.0,
9721717150,A2PJBX24OT9534,5.0,
9721717150,A1RX5ERL0QIZ3U,5.0,
9721717150,A20DZX38KRBIT8,2.0,
9721717150,ANAYSRE3LX8GZ,4.0,
9721717150,ANJ8X1J5DVNMW,5.0,
9721717150,A2NEMGBFLAFR7I,5.0,
9721717150,A2WQY1B8ZS7QRZ,5.0,
B000006045,A1OB5L3WMHJAD9,5.0,
B000006045,AXFI7TAWD6H6X,5.0,
B000006045,A1J5KCZC8CMW9I,4.0,
B000006045,A1IANEBSMVGHS9,5.0,
B000006045,ADKHI1TUGAX4,5.0,
B000006045,A8IFUOL8S9BZC,4.0,
B000006045,AWSYTZ2I2MW0V,5.0,
B000006045,A1C1MZRAT56WBM,5.0,
B0000564WK,A33AORCBPTUQ8X,3.0,
B0000564WK,AF9BQQYCKQ3UC,3.0,
B0000564WK,A192KN1POM24YV,5.0,
B0000564WK,A2I18AO597DSDI,1.0,
B0000564WK,A22U8V3UVVBP7M,4.0,
B000JF21D0,AXOO7BPM22BDO,4.0,
B000JF21D0,A3HU0B9XUEVHIM,5.0,
B000JF21D0,A5W2DUJDIY3L2,5.0,
B000JF21D0,A9Q28YTLYREO7,4.0,
B000JF21D0,A3E390VRJQVF2R,5.0,
B000JF21D0,AE31M52VLKOG6,5.0,
B000JF21D0,A375NHE4L5104B,5.0,
B000JF21D0,A1GJEP77REVIIA,3.0,
B000JF21D0,AHBG3YDT36KKJ,4.0,
B000JF21D0,A1R7LDWNCMOUGU,5.0,
B000JF21D0,A1HCCW38EQQBTY,5.0,
B000JF21D0,A3L7BPH87ML81A,5.0,
B000JF21D0,A2SXWXZCBLW4M1,5.0,
B000JF21D0,A84I17NNU1TFY,1.0,
B000JF21D0,A20DZX38KRBIT8,1.0,
B000JF21D0,A1YYMYN11JKXSX,5.0,
B000JF21D0,A2K6RT4ET41MQC,4.0,
B000JF21D0,A18P38AAU083CS,4.0,
B000JF21D0,A13VB1CJEIP9U8,5.0,
B000JF21D0,A382CTRU8DNNZ8,1.0,
B000MSTZV0,A28FNKCGFS03VL,3.0,
B000MSTZV0,AKJFH1G2FP27I,3.0,
B000MSTZV0,A39P9MWS8L0FZH,3.0,
B000MSTZV0,ALLU4SGSA4SJG,5.0,
B000MSTZV0,A3EUSH8DPW75LR,5.0,
B000MSTZV0,A1WUMTJOASEL5F,3.0,
B000QMCWMG,A3NNO32KVSYJTO,5.0,
B000QMCWMG,A1ZERSCNHJTGRR,4.0,
B000QMCWMG,A3M70XDZOU49AW,4.0,
B000QMCWMG,A3V2S6CD24S0VA,5.0,
B000QMCWMG,A39MYWEXQ4ZRAA,5.0,
B000QMCWMG,A1OHVSA3B6IR9B,5.0,
B000QMDXDS,A2FBMZEDWA8VWS,5.0,
B000QMDXDS,A1ZERSCNHJTGRR,4.0,
B000QMDXDS,A3K5MD1NV1T2KI,4.0,
B000QMDXDS,AWPH0K7RIEZIC,5.0,
B000QMDXDS,A11F8B8GQURI84,5.0,
B000QMDXDS,A3V2S6CD24S0VA,5.0,
B000QMG34E,A1ZERSCNHJTGRR,5.0,
B000QMG34E,A3K5MD1NV1T2KI,4.0,
B000QMG34E,A2FBMZEDWA8VWS,5.0,
B000QMG34E,A3V2S6CD24S0VA,5.0,
B000QMG34E,A25ZLRIEMZR6ZT,5.0,
B000QNZNNA,A9VHLYHEWM37E,5.0,
B000QNZNNA,A3923W0OJNGUHN,5.0,
B000QNZNNA,A39MYWEXQ4ZRAA,5.0,
B000QNZNNA,A1YV3VDDHI4X44,5.0,
B000QNZNNA,AR8O7SVSEUI9Z,5.0,
B000QNZNNA,A2TXKUC8SN53H7,5.0,
B000QNZNNA,AEHUWKHJA4JNW,5.0,
B000QO3H3W,A39KOJG83K8F1U,4.0,
B000QO3H3W,A2MXASFSJXHA43,5.0,
B000QO3H3W,AHMEG9CAAT2KF,5.0,
B000QO3H3W,A2O2TK53QQQVPK,5.0,
B000QO3H3W,A3SHEWLXT5M0UT,5.0,
B000QO3H3W,AWXPGG19ZR7P9,5.0,
B000QO3H3W,A10M52OJSDB8WK,5.0,
B000QO6B1C,A3JRW716H3AX14,5.0,
B000QO6B1C,A3GJ6CFWN47N0U,5.0,
B000QO6B1C,A24Y2VLEWLA1H5,5.0,
B000QO6B1C,A3AVR8FEM61CPA,5.0,
B000QO6B1C,AIH70EEUT8XN2,5.0,
B000QO6B1C,A2XKCRSSSXDY6Y,5.0,
B000QO6B1C,ACKCUD0D22DJG,5.0,
B000QO6B1C,A16P4QHHIYXG3U,5.0,
B000QOEN6W,A1GR2QPCD08COG,3.0,
B000QOEN6W,A135GWMXMTR58Z,5.0,
B000QOEN6W,A3SA4B38HG3UEL,4.0,
B000QOEN6W,A2J096HDALTSMA,4.0,
B000QOEN6W,AS09UWF1FVG1O,5.0,
B000QOEN6W,A1SDPA1J98UP4L,5.0,
B000QOEN6W,A2O2TK53QQQVPK,5.0,
B000QOEN6W,AZGFIBEPXL8VT,4.0,
B000QOEN6W,A3BHOM951PY42M,5.0,
B000QOEN6W,AZ5WZ0KJKPFLC,5.0,
B000QOEN6W,AWNQOTRAM3MIA,2.0,
B000QOEN6W,A20B9T7LR97AEW,5.0,
B000QOEN6W,A3K9000PUD5S9G,4.0,
B000QOEN6W,A2P609QV56ATS6,5.0,
B000QOEN6W,A25KGJL1OX3EC1,5.0,
B000QOIE8K,A135GWMXMTR58Z,5.0,
